student_id,name,math_score,science_score,english_score,history_score,final_score,attendance_percentage,homework_completion
370,Lynett Bouette,71.07,40.07,56.66,72.71,48.32,33.02,no
371,Jazmin Tallant,46.57,55.34,84.23,37.47,98.15,20.61,no
372,Alvina Stennings,1.28,87.93,78.83,66.24,13.97,11.44,yes
373,Menard Speir,10.62,16.04,37.19,70.51,30.79,54.52,yes
374,Lanette Ruffey,59.99,78.61,82.49,83.1,27.38,41.2,yes
375,Timmy Freen,74.0,25.17,16.22,65.28,20.31,29.07,yes
376,Christophorus Wem,4.39,66.94,32.22,44.91,98.61,56.99,yes
377,Tomaso Limrick,97.02,12.32,42.56,43.01,2.41,2.31,no
378,Nichole Hayford,70.56,75.44,9.8,92.78,46.86,58.24,yes
379,Teddy Jakubczyk,11.43,89.27,4.77,3.41,7.4,97.95,no
380,Gipsy Scammell,68.07,79.08,20.15,6.3,67.88,60.27,yes
381,Lurleen Melwall,0.53,15.19,29.65,39.11,96.25,35.2,no
382,Janene McAndrew,69.13,40.84,70.4,27.95,61.08,34.14,no
383,Isabella Favill,15.86,59.6,52.62,52.23,9.88,24.1,yes
384,Harv Larvin,33.91,51.31,71.79,10.15,70.44,51.0,no
385,Hortensia Pennick,95.48,85.98,70.6,97.21,24.21,37.69,yes
386,Corinne Leal,66.11,44.47,83.26,24.61,8.59,83.22,no
387,Teddie Huntress,4.62,92.86,42.7,91.62,49.99,89.27,yes
388,Quent Longhorn,29.75,11.3,96.15,78.38,37.93,20.07,no
389,Oriana Hainning,78.7,40.93,71.68,52.96,3.52,86.31,no
390,Zandra Jarrelt,47.03,84.45,19.07,59.02,5.65,57.86,yes
391,Adolpho Hartles,44.42,47.84,38.85,49.66,68.37,27.08,yes
392,Arvy D'Aulby,85.16,45.79,42.36,76.76,42.66,90.36,yes
393,Pip Quilter,32.97,93.4,22.97,14.49,70.33,61.14,yes
394,Silvan Purton,60.67,22.6,61.37,30.77,58.43,33.22,yes
395,Francisca Lotze,97.78,86.21,97.99,71.63,85.95,24.29,no
396,Erskine Gilston,76.32,37.22,49.38,69.48,44.2,52.52,yes
397,Orly Guly,47.02,35.19,70.26,88.2,99.37,29.44,no
398,Darbee Margetts,86.87,32.29,75.51,51.25,77.92,15.16,yes
399,Amaleta Pleasaunce,81.84,57.99,60.37,54.13,61.35,11.86,yes
400,Myrah Grigorescu,88.23,3.86,37.51,60.65,39.57,77.29,yes
401,Briggs Gomer,51.96,32.98,82.5,54.66,34.01,72.16,yes
402,Kizzie Shipway,62.9,67.76,75.07,45.85,25.95,19.48,yes
403,Lora Aldis,13.61,94.23,67.95,0.01,10.86,62.26,no
404,Vick Beaushaw,91.0,50.91,72.87,99.46,60.38,87.71,yes
405,Kip Wreiford,29.96,15.97,29.86,16.5,62.52,42.21,yes
406,Nita FitzGilbert,43.97,59.49,35.77,56.04,88.19,6.16,no
407,Cameron Gibbieson,19.69,98.45,82.92,31.28,88.28,55.79,no
408,Whitney Killingworth,96.98,45.72,47.41,98.19,4.87,8.78,no
409,Melody Phippard,94.02,17.41,96.83,90.82,59.32,49.06,yes
410,Elmira Lapre,14.38,63.26,82.49,34.36,49.3,44.51,yes
411,Ottilie Nevins,86.77,77.48,12.96,60.96,10.14,11.05,yes
412,Law Teall,83.77,67.82,27.68,25.0,38.96,38.22,no
413,Della Naisbet,57.1,82.34,78.67,13.23,64.57,40.81,no
414,Dennis Lemmen,3.57,59.05,26.77,46.61,85.77,32.45,yes
415,Naomi Seamon,4.07,74.5,31.63,76.09,2.36,54.95,no
416,Mirabel Juorio,36.13,19.6,83.15,54.06,34.92,64.82,no
417,Pamelina Seldner,61.4,95.05,64.58,47.56,5.31,78.27,yes
418,Barret Kembery,0.51,65.05,52.76,22.45,44.06,23.48,no
419,Chet Logan,4.85,81.13,56.46,80.58,61.52,22.85,yes
420,Whitney Parsonson,60.5,24.76,69.61,2.82,17.9,85.27,yes
421,Erma Pursey,7.33,43.54,44.97,46.15,95.4,59.45,no
422,Baillie Venney,28.99,10.59,32.35,22.92,19.12,30.18,no
423,Hill Corkan,96.02,24.22,80.6,62.12,87.03,33.72,yes
424,Cross Pascow,48.54,91.28,8.77,37.69,73.5,92.74,no
425,Tobie Sothern,59.79,59.8,42.79,81.24,50.87,17.86,yes
426,Sunny Bernardeschi,4.45,73.28,14.14,33.13,0.26,77.52,no
427,Dominga Monier,73.38,98.13,56.61,77.5,45.2,5.6,yes
428,Gibby Applebee,94.55,46.72,15.09,17.54,61.58,60.04,no
429,Odelle Plait,13.39,49.35,30.24,54.41,5.39,18.54,no
430,Gilbert Speight,57.67,63.02,50.52,98.3,30.8,37.6,no
431,Berget O'Glassane,72.28,0.22,5.21,68.58,94.23,35.54,no
432,Judon Lis,55.24,63.67,73.99,78.68,96.71,4.56,no
433,Otis Juzek,18.65,75.68,49.95,31.19,69.43,46.67,no
434,Heddi Bittleson,40.12,97.63,81.35,5.44,44.32,77.72,no
435,Cilka Handlin,71.54,35.65,44.88,31.4,73.46,88.24,no
436,Harley Midgely,14.66,2.19,88.0,98.59,62.01,67.27,yes
437,Brynne Pointer,30.3,54.17,35.31,1.6,47.74,32.14,no
438,Harris Chastanet,43.15,89.94,53.66,64.33,91.09,37.71,no
439,Mitch Henzer,15.53,57.11,33.31,19.89,85.89,44.28,no
440,Giulia Dudmesh,33.38,2.98,81.16,92.12,33.92,91.35,yes
441,Maressa Strike,92.44,59.08,42.1,31.95,64.34,19.49,yes
442,Eleonora Heifer,40.39,22.83,16.06,79.96,52.94,52.66,no
443,Sean Grzelczak,33.17,74.4,14.41,61.42,51.22,63.44,yes
444,Rockie Este,33.82,26.87,28.67,31.9,55.59,0.71,no
445,Malissia Crock,14.25,37.66,3.77,15.1,0.23,97.04,no
446,Thorvald Morrall,67.61,53.35,67.69,81.57,14.22,73.62,yes
447,Marve Cicullo,16.91,1.7,69.65,70.68,65.47,70.13,yes
448,Ivett Murgatroyd,52.55,21.66,70.42,94.81,59.24,43.9,no
449,Tammy Maystone,46.11,26.42,36.38,67.83,57.5,9.72,no
450,Jerrie Sweetsur,46.7,89.54,38.43,55.09,32.73,86.36,no
451,Ashely McGahey,39.09,56.35,38.85,87.72,1.02,15.7,no
452,Newton Demead,39.02,0.05,19.2,97.25,3.96,80.53,yes
453,Jourdain Aluard,63.26,28.98,91.4,24.57,11.67,1.76,no
454,Stace Clarkin,22.39,43.45,84.24,58.39,8.54,99.48,no
455,Luelle Pavlishchev,80.88,65.81,82.64,26.35,46.54,0.41,yes
456,Donielle Michelet,19.99,85.74,73.89,17.51,3.69,66.45,yes
457,Quinton Antoniewicz,35.78,94.56,42.09,74.16,9.82,97.92,no
458,Rebeca Mengue,96.35,19.9,10.24,56.72,59.63,31.17,yes
459,Allayne Batte,9.17,17.51,24.3,59.3,18.4,95.17,yes
460,Ileane Cossom,7.23,53.43,88.33,86.75,84.4,72.1,no
461,Cristiano Dodworth,11.21,33.46,72.78,47.74,81.51,47.42,no
462,Aretha Pomroy,64.53,64.79,19.35,94.08,13.45,94.31,yes
463,Esther Pexton,64.52,78.24,89.63,68.77,35.57,23.89,yes
464,Horatio Blann,68.03,36.96,10.34,46.17,84.77,86.88,yes
465,Connie Blumire,98.12,28.52,1.93,93.62,3.83,59.61,yes
466,Eleanora Lampel,55.14,90.39,43.52,57.73,65.11,85.25,no
467,Sarajane Glew,74.89,55.17,26.21,90.3,9.43,13.55,yes
468,Cami Estcot,24.88,34.57,71.99,29.92,0.18,65.65,yes
469,Burton Bolam,2.95,24.55,84.34,92.16,30.06,99.33,no
470,Salvidor Van Dijk,9.93,72.71,41.28,79.59,33.65,91.06,yes
471,Bryana Atyeo,9.37,81.75,25.15,56.2,64.52,66.01,yes
472,Kenn Lapides,96.69,96.51,55.15,48.79,55.15,1.33,no
473,Hildagard Ashforth,54.37,85.18,20.36,45.32,46.59,43.11,no
474,Cathryn Ledwich,54.71,50.69,52.46,15.32,47.8,95.64,no
475,Dawn Plampeyn,99.21,48.9,29.21,33.45,76.86,49.75,no
476,Nettie Burditt,28.45,76.2,83.21,52.61,29.9,56.42,yes
477,Lisle Daughtrey,85.97,46.97,39.8,53.54,77.11,0.15,yes
478,Peadar Plaschke,66.12,80.89,72.97,6.45,33.45,43.19,no
479,Barde Dionisetto,54.33,44.19,46.76,30.4,57.64,44.27,yes
480,Koo Harle,40.69,24.86,29.2,35.73,63.05,20.94,no
481,Celeste Yoselevitch,60.75,66.53,96.52,73.77,13.44,84.89,yes
482,Stormi Clementson,59.76,29.88,46.1,52.7,90.23,54.11,yes
483,Hedwiga Mollnar,45.29,52.37,28.16,96.97,92.47,96.26,no
484,Chester Heyward,57.88,63.53,70.59,69.61,84.27,29.04,yes
485,Kalila Bumphries,79.01,71.91,4.07,10.69,21.61,85.42,no
486,Clement Warden,10.31,45.67,57.36,52.4,31.45,26.15,yes
487,Jemmie Hariot,33.59,49.69,70.16,63.6,61.06,65.27,yes
488,Annamaria Rean,31.84,29.31,17.17,32.42,21.7,11.04,no
489,Graeme Jolliff,28.78,28.62,51.22,74.25,25.65,52.22,yes
490,Kynthia Croxall,38.21,93.11,24.62,91.4,81.03,86.61,no
491,Adena Karpov,41.76,11.37,81.77,23.07,83.27,40.33,yes
492,Marybeth Hansen,59.77,86.94,29.36,30.03,34.44,63.6,no
493,Edd Halm,11.94,50.39,77.58,48.54,14.24,97.29,yes
494,Helen Heckner,92.42,49.7,5.07,88.26,73.73,2.16,no
495,Germain Nafzger,48.04,77.88,98.4,85.09,88.0,84.23,no
496,Khalil Brownett,2.96,15.55,35.01,2.21,12.82,16.94,no
497,Hank Laffling,30.48,98.1,6.72,89.81,77.26,87.81,yes
498,Iosep Olliver,25.69,18.35,18.02,61.1,10.69,79.91,no
499,Carlin Merwede,13.78,96.44,89.88,78.89,93.95,32.6,no
500,Otis Stanmore,53.6,66.67,78.29,82.43,59.76,23.12,no
501,Andonis Scahill,52.85,78.8,65.48,82.05,41.55,89.44,no
502,Dionne Kittiman,92.62,73.29,49.11,62.24,46.25,59.64,no
503,Constantina Skillicorn,91.55,65.11,1.87,68.42,8.29,15.54,no
504,Rahal Coghlan,14.17,0.6,5.48,24.63,24.48,15.46,yes
505,Benedick Dadswell,12.46,79.58,83.91,9.47,60.05,15.18,no
506,Maurits Bernasek,91.85,43.18,90.8,29.13,32.47,41.89,yes
507,Tressa Williment,70.64,93.55,40.55,59.07,98.53,42.26,yes
508,Brendan Dowyer,71.54,22.64,72.06,72.43,76.31,6.95,no
509,Worthington Pountney,94.03,75.08,86.59,4.62,31.38,82.61,yes
510,Eziechiele Mapston,80.81,4.13,43.27,38.52,48.14,25.16,yes
511,Lorain Morley,83.54,93.2,11.59,66.16,1.84,94.96,no
512,Evangeline Rosita,60.01,54.1,16.02,89.17,41.75,0.11,yes
513,Andee Dobney,20.26,78.66,73.47,16.1,49.1,35.65,no
514,Janella Hrihorovich,40.91,49.29,4.42,7.01,18.9,57.39,yes
515,Ode Georgel,44.21,18.01,93.21,2.52,5.99,39.38,no
516,Delora Agglio,65.99,5.15,13.72,56.96,3.12,18.24,no
517,Randal Click,59.24,29.55,14.69,59.75,63.33,16.95,yes
518,Maggy Haire,23.6,11.82,56.49,82.37,8.07,19.15,no
519,Herrick Girsch,89.28,73.79,93.39,96.93,39.85,99.39,yes
520,Timmie Vassbender,0.22,57.37,64.38,52.47,24.58,2.53,no
521,Elia Carlan,82.74,65.63,78.32,89.76,71.71,79.73,yes
522,Frasquito Roman,50.96,61.87,49.14,19.8,58.92,70.28,yes
523,Oneida Degan,16.44,42.91,78.4,24.21,41.97,82.73,yes
524,Rocky Scola,0.51,25.43,21.13,45.87,74.99,68.17,no
525,Luise Arnke,42.48,47.53,57.47,81.88,67.89,51.58,yes
526,Patsy McGaughey,44.84,90.27,28.63,63.2,35.9,78.15,yes
527,Ulric Sandom,29.29,92.57,81.49,62.09,45.71,69.65,yes
528,Kelly Haulkham,58.89,97.14,41.07,63.15,72.21,58.59,no
529,Marysa Waumsley,61.85,23.61,2.31,2.59,43.82,18.79,no
530,Brooke Micheli,92.3,23.62,85.28,84.52,40.81,87.64,no
531,Osgood Clendening,87.69,29.24,48.05,58.0,33.47,24.16,no
532,Kendell Letson,96.85,44.95,37.35,70.0,80.81,27.02,yes
533,Darell Darrel,60.6,49.35,19.2,52.74,72.14,64.71,yes
534,Abie Edgerly,42.06,31.02,9.47,40.52,43.25,90.71,no
535,Leon Medlicott,12.4,96.39,72.27,68.92,4.55,9.78,yes
536,Benedetta Whal,91.36,62.72,94.01,16.47,3.78,67.53,no
537,Mireille Kershaw,62.32,62.54,57.23,7.58,81.26,46.62,no
538,Alec Eaton,64.62,56.19,15.84,42.15,30.83,36.18,no
539,Tobey Darmody,79.89,72.74,91.13,25.27,80.06,0.75,yes
540,Haywood Youdell,90.4,23.5,6.34,56.52,17.09,11.7,yes
541,Mildred Mildenhall,43.92,53.94,22.05,70.19,91.23,59.95,yes
542,Karine Godbolt,89.9,86.91,88.8,32.79,72.37,38.7,yes
543,Buddy Caulcott,19.2,80.48,15.79,20.54,0.39,72.61,yes
544,Francisco Bale,50.96,30.0,32.75,76.7,81.47,78.24,yes
545,Horten Donne,47.21,91.94,51.89,6.95,84.01,84.06,no
546,Haydon Lyver,47.43,86.33,33.62,95.03,12.13,52.07,yes
547,Hieronymus Bjerkan,63.82,67.72,14.94,42.12,97.1,10.33,no
548,Cassey Burnes,50.35,45.71,36.55,41.86,3.71,6.56,yes
549,Georas Tuxill,54.11,84.17,40.31,34.12,78.15,61.77,no
550,Allin Wardingly,63.87,40.45,18.36,77.39,12.31,86.96,no
551,Whit Deery,69.71,6.91,89.98,77.82,40.4,58.57,yes
552,Rici Wimes,60.28,3.5,70.49,91.45,51.09,2.26,no
553,Roda Shobrook,11.23,19.35,67.69,32.31,2.0,69.26,no
554,Madison Popham,59.24,40.6,54.3,40.22,23.71,85.53,no
555,Dolf Dalzell,8.26,28.67,52.08,65.37,23.36,9.99,yes
556,Maureen Kach,21.66,74.46,89.38,3.46,17.13,11.19,yes
557,Salomon Garnar,54.84,28.05,99.77,26.14,78.08,55.64,no
558,Daren Posselow,85.54,45.03,61.65,34.9,18.06,44.03,no
559,Wakefield Szymonwicz,27.47,91.46,94.95,70.83,96.59,36.38,no
560,Vachel MacKill,55.05,34.29,12.56,55.12,77.41,52.8,no
561,Joanie Ewbanks,1.16,73.05,85.75,60.4,33.76,57.32,no
562,Dav Ommanney,66.04,49.48,91.47,98.24,37.57,43.43,no
563,Vonni Snoddin,64.76,0.05,93.31,7.96,32.87,86.47,no
564,Arabele Spoerl,37.1,75.09,50.91,4.47,16.37,33.21,no
565,Fee Steanyng,87.15,87.02,58.02,10.5,18.13,33.76,yes
566,Cecily Grigore,38.14,56.66,95.06,0.16,67.1,40.22,no
567,Willi Sotheron,84.31,37.22,21.35,25.69,8.88,52.87,yes
568,Fidelio Huntall,6.27,52.49,58.46,78.93,29.61,58.62,yes
569,Loise Hayto,37.89,16.4,45.57,84.95,91.39,55.41,no
570,Eryn Manchett,15.3,89.67,41.88,2.04,84.57,10.56,no
571,Lawry Romero,61.68,61.05,19.41,94.11,77.56,59.14,yes
572,Krishnah Holleworth,70.18,25.42,50.56,76.47,67.86,21.05,no
573,Richmond Goolden,81.69,95.69,4.86,50.6,70.09,42.22,yes
574,Carole Cosley,57.49,72.05,28.97,58.69,55.59,26.89,yes
575,Sosanna Stockhill,39.2,67.59,1.33,11.04,9.84,22.87,no
576,Gerda Roof,3.82,58.67,78.23,17.24,0.11,60.17,yes
577,Bendite Brickham,76.01,2.96,75.28,70.84,56.41,20.15,yes
578,Ettore Lemmens,51.57,56.17,18.87,15.37,73.84,6.08,yes
579,Shalom Gorman,48.88,6.66,14.67,49.22,36.8,4.41,no
580,Cele Beefon,81.86,21.11,28.92,26.54,49.31,44.92,no
581,Zorine Darycott,44.28,67.76,47.42,87.64,54.66,89.43,yes
582,Alvinia Shepperd,28.46,7.28,28.78,58.74,6.04,53.62,yes
583,Gabriela Goracci,15.8,26.12,1.37,45.35,23.92,52.48,no
584,Kelci Smouten,9.4,89.54,6.45,77.27,19.0,63.4,yes
585,Kristos Scholer,0.38,11.98,88.39,93.15,21.71,39.98,yes
586,Nichol Calbrathe,9.28,42.22,48.64,63.22,0.38,78.99,yes
587,Norene Grime,88.8,16.51,28.41,45.05,7.94,93.84,yes
588,Loren Elphinston,18.07,61.86,26.99,89.23,38.63,39.95,no
589,Thaddus Marjanovic,47.63,29.22,91.2,36.27,51.38,72.49,yes
590,Juditha Balbeck,80.28,64.1,46.02,54.41,15.03,18.57,yes
591,Emlynne Roseman,93.65,77.89,17.14,14.67,3.61,72.88,no
592,Miguela Durtnal,93.36,64.45,52.19,63.91,3.22,72.71,yes
593,Stanford Skettles,40.87,40.67,91.78,23.41,92.28,72.36,yes
594,Pasquale Domerc,36.06,78.8,56.05,56.51,43.35,89.7,yes
595,Hermie Attryde,13.38,86.05,5.28,26.82,30.5,61.56,yes
596,Jobina Hub,0.23,18.02,55.45,80.03,98.44,22.38,yes
597,Farlie Dearness,60.13,61.28,67.59,91.79,0.43,12.72,yes
598,Judd Ross,75.86,59.02,4.73,97.31,77.72,85.6,yes
599,Mic Wellfare,4.17,5.01,35.91,52.17,35.52,11.62,no
600,Serge Blunsen,85.59,83.08,92.99,60.87,25.46,80.98,no
601,Meade Bedboro,74.78,75.44,90.65,48.1,35.88,63.91,no
602,Bendix Yurinov,69.77,58.25,0.22,29.3,22.44,11.32,no
603,Diane Moss,2.4,31.73,44.59,26.74,66.34,43.03,yes
604,Adora Poundford,60.56,16.83,62.22,87.25,87.39,31.21,yes
605,Isiahi McRinn,57.82,19.25,94.01,36.36,16.7,3.77,no
606,Clarette Christoffels,99.08,1.07,71.4,79.61,21.09,74.65,yes
607,Ara Saing,37.92,47.12,56.86,13.22,35.17,82.36,no
608,Claudell Summerley,45.57,34.23,51.19,34.89,77.37,92.0,yes
609,Gregor Doerling,98.62,53.36,41.37,22.8,71.61,9.51,yes
610,Barbra Rodolfi,54.43,52.55,54.9,61.45,49.63,24.8,yes
611,Fredelia Jannasch,3.59,57.64,42.65,70.68,87.62,46.38,yes
612,Felike Blackstock,62.74,6.81,16.15,53.72,21.75,93.51,no
613,Edy Giacopello,95.68,99.22,66.73,31.58,69.97,25.26,no
614,Kaila McNevin,78.0,21.41,31.36,61.46,81.27,33.63,yes
615,Ariel Southworth,58.89,73.07,13.32,77.96,91.32,14.94,no
616,Lincoln Ayre,55.35,41.36,91.58,89.23,92.58,64.18,no
617,Charles Niland,86.06,98.63,42.31,22.56,1.92,73.52,no
618,Ginni Pedley,92.49,93.22,81.39,82.3,4.38,47.87,yes
619,Jed Dinnies,38.47,10.42,36.16,36.28,91.58,85.74,yes
620,Donni Mortell,2.33,37.22,87.26,94.73,91.33,14.73,no
621,Gannon Endley,71.91,68.79,60.57,93.77,28.73,59.67,no
622,Ozzie Wynett,44.92,83.4,46.11,28.87,60.66,77.66,yes
623,Ania Tolan,42.42,36.67,47.74,40.02,54.52,63.6,no
624,Augustus Isham,31.9,66.23,75.77,50.9,69.21,1.61,no
625,Hank Erangy,53.55,98.68,10.48,96.26,45.24,74.16,no
626,Monti Ambrogioni,85.92,72.29,94.87,95.53,9.26,85.08,no
627,Zenia Boater,33.35,76.85,24.33,43.03,99.36,78.32,yes
628,Maddie Gilmour,90.55,46.97,92.69,48.8,23.25,75.21,no
629,Zaccaria Durbin,61.34,18.02,89.74,51.93,31.92,96.08,yes
630,Robers Jearum,82.66,30.45,87.38,84.19,23.2,29.78,yes
631,Kristen Marjanski,20.23,37.54,91.51,12.01,43.73,98.55,no
632,Rudiger Drysdell,87.58,73.85,74.5,41.49,99.85,24.7,yes
633,Matthias Branscomb,64.51,16.88,1.01,27.77,19.78,93.72,yes
634,Brander Jillis,67.65,26.32,22.67,34.83,98.2,19.29,no
635,Amelia Wayper,70.08,99.42,93.24,25.61,46.85,72.11,no
636,Sherie Balducci,11.64,21.54,86.71,96.17,96.53,69.01,no
637,Marjory Clipston,59.81,50.43,33.9,52.33,44.58,7.81,yes
638,Felisha Rosenzveig,42.83,35.42,41.03,36.59,48.54,20.72,yes
639,Zachery Calverd,40.51,83.74,33.58,9.22,15.34,62.54,no
640,Aime Getcliffe,8.95,62.88,80.82,10.36,37.28,53.64,yes
641,Prue Cockayme,59.1,66.6,40.3,34.11,17.07,5.33,yes
642,Hershel Burnand,2.49,96.8,84.78,67.72,80.97,49.89,no
643,Brittney Begent,45.29,35.82,83.22,2.31,81.42,37.28,yes
644,Mercie Kerton,20.65,53.48,69.73,41.15,91.46,99.2,no
645,Cheryl Kale,61.25,92.81,70.64,19.36,45.04,69.9,no
646,Todd Capnor,38.88,27.39,45.59,90.01,78.66,91.0,no
647,Tildie Mully,48.07,17.52,9.09,12.48,65.09,96.8,yes
648,Rozanne Kellitt,28.21,18.04,86.68,41.6,70.5,71.41,yes
649,Hunt Parfrey,81.54,73.32,87.34,95.96,5.72,16.77,yes
650,Seumas Demann,70.35,85.55,13.46,48.29,64.02,17.82,yes
651,Marinna Fullwood,58.88,59.21,17.2,33.27,69.11,24.56,no
652,Michelle Parades,24.15,77.1,99.22,49.99,25.56,99.11,yes
653,Eachelle Nizet,79.47,97.74,5.23,49.02,28.08,63.8,yes
654,Homer Gipson,40.89,25.64,71.39,85.77,71.7,33.49,yes
655,Dirk Ferrieres,67.07,1.31,32.6,26.14,40.88,81.32,yes
656,Isabelita Lilburn,27.79,38.02,12.89,90.54,87.49,85.94,no
657,Clarey Taffe,87.83,94.07,37.97,60.2,38.28,37.22,yes
658,Stanfield Skeermor,7.89,86.28,67.51,97.36,25.09,39.15,no
659,Willis Hansom,92.98,99.24,54.28,24.19,67.25,76.91,no
660,Betsy Medlar,67.04,53.8,94.49,90.46,64.21,28.89,no
661,Bess Driscoll,62.99,16.71,25.05,40.76,78.26,50.49,yes
662,Lucia Jagels,15.48,6.37,27.59,43.01,45.19,6.07,no
663,Celisse Aslett,41.16,25.27,50.64,14.36,3.1,95.04,no
664,Keelby Straker,85.21,39.92,87.7,93.74,18.93,99.92,no
665,Vale Girardin,32.03,98.86,70.54,49.08,33.04,21.07,yes
666,Ray Meeking,21.94,2.72,51.77,96.56,75.86,55.2,no
667,Dianne Farraway,33.72,17.76,71.91,30.21,93.46,53.4,yes
668,Cirstoforo Parkyns,68.21,69.49,8.38,66.94,0.33,31.38,yes
669,Erna Troake,84.34,76.41,8.91,83.85,32.03,64.29,no
670,Monroe Poure,59.32,2.27,69.88,33.29,4.43,36.35,yes
671,Alyson Kirke,72.02,11.69,17.35,9.17,38.15,74.81,no
672,Paulette Phateplace,35.6,10.25,71.02,55.37,63.21,58.0,yes
673,Corette Greenstead,25.86,94.4,79.04,81.72,7.31,95.93,no
674,Nicola Dorrins,69.68,89.36,69.95,62.07,85.42,5.9,yes
675,Stepha Pichmann,74.31,13.61,20.57,55.57,93.27,19.97,yes
676,Harriett Colebeck,7.24,40.45,63.09,75.82,76.51,19.59,yes
677,Edwina Shallcrass,89.9,75.02,46.81,66.93,94.78,95.05,yes
678,Genvieve Pratton,25.29,75.96,6.32,32.67,33.03,31.46,yes
679,Clemmie Ashmole,69.4,90.94,3.58,47.21,44.55,93.29,yes
680,Marne Hiddsley,7.63,31.44,96.69,50.46,5.99,0.98,yes
681,Eal Casey,28.5,33.2,24.53,76.58,80.46,28.63,yes
682,Georgy Gilcrist,48.9,45.03,82.09,15.96,71.12,73.79,yes
683,Romola Markey,21.74,79.1,85.78,87.54,52.54,5.26,no
684,Ramona Enrdigo,24.04,83.31,71.92,89.24,56.5,66.33,no
685,Almeda Testin,18.43,87.91,11.48,93.86,48.74,85.5,no
686,Joachim Gillan,19.91,17.3,35.75,69.42,14.32,73.4,no
687,Roch Leemans,70.69,48.76,6.61,66.89,36.83,98.33,no
688,Lyn Padell,11.93,89.77,37.42,91.86,40.67,19.73,no
689,Arden Waudby,69.61,80.22,35.82,43.48,50.46,72.16,no
690,Nelli Atlee,33.44,75.03,13.72,55.23,49.89,35.26,yes
691,Murvyn Shayes,2.07,58.74,65.33,87.27,24.05,88.1,yes
692,Morganica Defries,93.99,68.1,57.87,14.96,60.57,37.66,yes
693,Jobyna Rafe,49.37,65.99,2.65,31.22,22.8,85.57,no
694,Merv Becarra,14.17,34.52,22.51,77.06,3.8,19.75,no
695,Nara Dearman,32.44,40.38,60.1,39.47,40.01,89.45,yes
696,Truda Ridewood,25.11,32.2,63.64,43.0,89.38,90.85,yes
697,Amble Lorkin,84.65,88.69,74.19,11.75,3.97,14.63,no
698,Burch Ackroyd,46.5,76.47,34.41,87.65,28.2,22.62,yes
699,Jacklyn Cardenosa,46.81,48.83,70.92,61.86,5.06,24.37,yes
700,Sheba Crampsey,10.8,62.52,91.71,96.11,26.09,2.28,no
701,Guendolen Joscelin,20.3,78.8,47.39,58.83,3.14,17.98,no
702,Blinnie Clethro,67.57,4.1,47.94,42.2,84.47,30.09,yes
703,Nerita Thorneloe,15.37,48.84,16.42,64.88,0.53,67.26,yes
704,Danny McNevin,19.42,9.58,73.32,1.82,41.44,20.75,no
705,Penrod Davidof,46.34,63.08,39.78,73.87,6.02,30.73,yes
706,Caty Beadnell,1.13,86.54,13.23,37.57,31.72,86.78,no
707,Trumann Durrant,38.22,67.08,57.72,99.64,35.74,30.7,yes
708,Norman Hayhow,64.64,53.21,15.3,53.77,77.75,49.09,no
709,Ronny Mapowder,3.23,0.37,89.38,60.6,66.82,4.29,yes
710,Phil Joerning,56.97,67.3,79.74,7.93,93.42,41.21,yes
711,Win Howchin,94.79,8.26,50.61,74.3,72.98,98.52,no
712,Carmel Karpf,53.97,75.41,30.78,47.61,52.13,38.44,yes
713,Nevsa Tortis,8.82,21.54,89.01,42.18,2.85,97.81,no
714,Rhoda Douris,83.16,29.53,48.0,51.67,68.5,88.54,no
715,Loree Crickett,66.8,45.81,2.8,53.53,18.88,56.18,yes
716,Kelcy Bloxsome,87.6,32.49,54.75,2.05,19.63,5.59,no
717,Gregoire Kilmurray,29.16,88.64,58.67,13.83,76.17,44.39,no
718,Hinze Farahar,82.72,80.88,25.76,59.73,74.34,89.34,yes
719,Barron Abad,45.43,40.61,89.85,26.79,71.87,96.07,yes
720,Angie Figgins,86.05,77.14,37.27,75.13,57.41,63.7,no
721,Myrle Ring,86.8,69.1,39.08,51.65,14.11,40.48,yes
722,Mortie MacPaike,25.07,13.69,13.47,19.15,73.4,37.81,no
723,Joice Caldera,54.9,83.68,2.48,69.85,64.12,25.09,no
724,Dorene Muress,15.02,8.82,75.95,19.52,79.63,29.44,no
725,Alfonse Piscopo,16.98,86.72,29.9,97.11,3.33,14.05,yes
726,Annmaria Jacobovitz,75.26,88.76,32.59,71.81,9.21,99.81,yes
727,Ryann Menaul,91.69,71.31,86.18,21.39,71.4,50.76,no
728,Juliane Omrod,15.4,97.93,67.47,98.55,65.43,44.39,no
729,Bronny Wasteney,18.88,75.98,66.2,3.09,85.88,16.85,no
730,Carolyn Whereat,26.27,16.4,70.35,16.48,11.41,41.26,yes
731,Marget Michelle,65.21,88.13,14.11,18.97,69.69,11.63,no
732,Orel Kampshell,38.45,54.74,41.09,31.12,65.74,89.63,no
733,Malva Byers,74.17,18.41,77.06,33.89,69.42,89.38,yes
734,Linn Hebble,21.53,9.46,24.55,34.47,39.98,49.17,no
735,Obadias Lansly,88.94,92.43,63.48,93.5,30.85,51.52,yes
736,Fernando Ilive,32.69,57.02,34.08,67.79,58.96,0.6,yes
737,Adi Devigne,46.8,3.98,46.95,49.56,23.79,70.07,yes
738,Verine Coneau,58.0,13.45,3.77,41.68,40.47,9.06,no
739,Karlen Lenihan,58.71,94.04,18.86,81.07,96.58,71.3,yes
